"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"17774","高雄市輪船公司幸福輪","高雄市","鼓山區","高雄市鼓山區濱海一路76號.","長距離交通工具","客船","","17826","高雄市輪船公司幸福輪","高雄市輪船公司幸福輪二樓客艙救生衣櫃上方","22.619779","120.269949","05:00:00","02:00:00","05:00:00","02:00:00","05:00:00","02:00:00","船有營運 AED開放使用","07-5514316"
"5993","彰化縣鹿港鎮山寮社區","彰化縣","鹿港鎮","彰化縣鹿港鎮山崙里山寮巷110號","其他","其他場所","","17839","鄧安宮後方","鄧安宮後方辦公室門口","24.121205","120.454381","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0937777178"
"15798","臺南市白河區衛生所","臺南市","白河區","臺南市白河區國光路5號","其他","其他場所","","17843","掛號室門口","放置白河衛生所掛號室","23.352012","120.415777","08:00:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","","週一至週五"
"23892","荷蘭商英特格國際控股有限公司台灣分公司(高雄南廠)","高雄市","路竹區","高雄市路竹區民治路111號","其他","其他場所","","17845","AMH 1F入口處","AMH 1F大廳入口處","22.83080575172","120.27359380075","08:00:00","17:00:00","","","","","","07-2627407"
"16933","統一速達股份有限公司＿林口轉運中心","桃園市","龜山區","桃園市龜山區頂湖一街22號","其他","其他場所","","17848","2樓辦公室入口處","在2樓樓梯上來往辦公室入口處","25.019367","121.363787","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2114307"
"9429","衛生福利部旗山醫院長期照護大樓","高雄市","旗山區","高雄市旗山區東新街25巷8號1樓","其他","其他場所","旗山醫院長照大樓1樓復健科飲水機旁","17855","旗山醫院長期照護大樓1樓復健科","旗山醫院長期照護大樓1樓復健科飲水機旁","22.880796","120.483264","08:00:00","17:30:00","08:00:00","12:00:00","","","旗山醫院長照大樓1樓復健科飲水機旁","07-6613811#3103"
"9348","果毅健身有限公司（O.M Fit 運動空間)","臺北市","中山區","臺北市中山區林森北路147號2樓","學校、大型集會場所","健身房","","17858","健身運動教室","健身運動教室","25.050904","121.523097","10:00:00","21:00:00","10:00:00","18:00:00","10:00:00","18:00:00","","02-25311640"
"24245","香港商世界健身事業有限公司永康永大分公司","臺南市","永康區","臺南市永康區永大一路51號","學校、大型集會場所","健身房","台南市永康區永大一路51號","17871","大廳教練櫃台旁","香港商世界健身事業有限公司永康永大分公司(台南市永康區永大一路51號)","23.017700020123","120.26064454818","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","","06-2033222"
"6570","帆利航運有限公司凱旋1號客輪","臺東縣","臺東市","臺東縣臺東市松江路一段58巷33號","長距離交通工具","客船","","17875","台東富岡漁港凱旋1號客輪","船上","22.791847","121.191621","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","089-281047"
"5916","香港商世界健身事業有限公司內湖民權分公司","臺北市","內湖區","臺北市內湖區民權東路六段180巷6號B2","學校、大型集會場所","健身房","","17876","櫃檯前方","櫃檯前方","25.068201","121.592457","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","","02-27905522"
"12101","瓏山林蘇澳冷熱泉度假飯店","宜蘭縣","蘇澳鎮","宜蘭縣蘇澳鎮中原路301號","旅宿場所","旅館","","17882","1F水區","沙發休息區旁","24.596540994332","121.84735983175","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","","03-9966666"
"5836","彰化縣鹿港鎮山崙社區","彰化縣","鹿港鎮","彰化縣鹿港鎮山崙里山寮巷52號","其他","其他場所","","17888","山崙社區發展協會門口","鹿港鎮 山崙社區發展協會","24.11964","120.45428","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","","0977778893"
"18878","臺北流行音樂中心","臺北市","南港區","臺北市南港區市民大道八段99號","大型休閒場所","演藝廳","台北流行音樂中心介於南港車站與捷運藍線昆陽站之間，採複合型園區設置，基地面積8.96公頃，以市民大道區隔為北基地及南基地。可容納5 000人、專屬流行音樂演出的中大型表演場地「表演廳」座落於北基地，南","17889","表演廳1樓後場","表演廳1樓後場通道，近警衛室","25.052799445156","121.5980362613","09:00:00","18:00:00","14:00:00","22:00:00","","","","02-2788-6620"
"6027","高雄市輪船公司真愛輪","高雄市","前鎮區","高雄市前鎮區新光碼頭（真愛輪）","長距離交通工具","客船","","17891","高雄市輪船公司真愛輪","高雄市輪船公司真愛輪客艙出入口","22.60937","120.296653","05:00:00","02:00:00","05:00:00","02:00:00","05:00:00","02:00:00","船有營運 AED開放使用","07-5514316"
"147","國立臺東大學","臺東縣","臺東市","臺東縣臺東市臺東市大學路二段369號","學校、大型集會場所","大專院校","","17893","靜心書院","一樓師培中心辦公室外","22.736404","121.067108","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","089-517119"
"15159","中部汽車股份有限公司北斗服務廠","彰化縣","田尾鄉","彰化縣田尾鄉饒平村中山路一段326號","其他","其他場所","","17894","彰化縣田尾鄉中山路一段326 號","顧客休息室","23.88914356027","120.52594359746","08:00:00","17:30:00","08:00:00","17:30:00","","","周日未營業","(04)8834429"
"12984","臺中市后里區衛生所","臺中市","后里區","臺中市后里區公安路86號","其他","其他場所","","17897","成人注射室","成人注射室","24.305167","120.710326","08:00:00","17:10:00","","","","","","25562048"
"6922","臺北市文山區萬和里辦公處","臺北市","文山區","臺北市文山區汀洲路4段251號1樓","其他","其他場所","","17900","關懷據點內","關懷據點內右側牆壁上","25.002948","121.535594","09:00:00","17:00:00","","","","","星期一至星期五下午14:00-17:00，假日不開放","0932915189"
"9157","大潤發流通事業股份有限公司嘉義分公司","嘉義市","西區","嘉義市西區博愛路二段281號","大型購物場所","賣場","","17928","B1帳管中心","B1帳管中心左側出口柱上","23.478187","120.438057","07:30:00","22:30:00","07:30:00","22:30:00","07:30:00","22:30:00","營業時間","05-2323699#512"
"6281","桃園市觀音區樹林國民小學","桃園市","觀音區","桃園市觀音區樹林里新村路二段12號","學校、大型集會場所","國小","","17933","人事主計室前","人事主計室前走廊","25.061942","121.128467","06:00:00","18:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","03-4830414"
"11406","李長榮實業股份有限公司東港廠","屏東縣","新園鄉","屏東縣新園鄉鹽埔村鹽龍路1號","其他","其他場所","","17937","翰發辦公室","位於翰發辦公室內","22.483809","120.45588","","","","","","","全年24小時開放使用","08-832-2429"
"20211","達明眼科醫院","臺中市","大里區","臺中市大里區中興路二段490號","其他","其他場所","達明眼科醫院目前有4部AED","17941","5樓復健科","兒童復健","24.111433999886","120.69015618328","","","","","","","達明眼科醫院目前有4部AED","0424851437"
"18159","臺北市金龍發展中心","臺北市","內湖區","臺北市內湖區金龍路136-1號","其他","其他場所","","17950","本棟2樓","從大門進入後(有門禁)，走樓梯至2樓左邊門(有門禁)，進入之後右邊牆上","25.085806976331","121.5900710646","09:00:00","21:00:00","","","","","假日不開放","02-27932903"
"18188","香港商世界健身事業有限公司高雄和平分公司","高雄市","苓雅區","高雄市苓雅區和平一路218號10樓","學校、大型集會場所","健身房","","17955","大統百貨和平店10樓","飲料販賣機旁","22.630899","120.317875","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","","07-222-3222"
"6009","臺灣菸酒股份有限公司","臺北市","中正區","臺北市中正區南昌路1段四號","其他","其他場所","","17965","法務處門口右側","臺灣菸酒股份有限公司法務處門口右側","25.03407","121.514877","08:00:00","18:00:00","","","","","非上班時間門禁管制，如需使用請側門警衛室開門協助處理。","02-23214567#644"
"3653","桃園市平鎮區祥安國小","桃園市","平鎮區","桃園市平鎮區湧安路45號","學校、大型集會場所","國小","","17977","1 樓穿堂","校門口一樓穿堂","24.893992","121.2032","17:00:00","18:00:00","17:00:00","18:00:00","17:00:00","18:00:00","","4192135"
"1702","高雄市新光高中","高雄市","大寮區","高雄市大寮區鳳屏一路217號","學校、大型集會場所","高中職","","17979","教官室","門口左側","22.63534145761","120.39016351021","","","","","","","24皆可使用，晚上有舍監在校","7019608"
"7285","統一精工股份有限公司","臺南市","永康區","臺南市永康區環工路67號","其他","其他場所","","17988","大廳","經過警衛室後，進入大廳，就清楚可見AED放置位置。","23.04343","120.268143","08:00:00","17:30:00","","","","","","06-2011681"
"15806","台南市東山區衛生所","臺南市","東山區","臺南市東山區東山里236號","其他","其他場所","","18001","台南市東山區衛生所","台南市東山區衛生所1樓藥局前","23.326124","120.404511","08:00:00","17:30:00","","","","","","06-6802618"
"21679","財團法人臺灣省私立高雄仁愛之家 慈愛養護中心","高雄市","大寮區","高雄市大寮區民順街1號","其他","其他場所","長照機構-養護中心","18008","養護中心2樓護理站旁","養護中心2樓護理站旁","22.639956226855","120.39750090382","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","長照機構-養護中心","0929027379"
"2715","高雄市立林園高級中學","高雄市","林園區","高雄市林園區林園北路481號","學校、大型集會場所","高中職","","18009","林園高中學務處外","林園高中學務處外","22.513828","120.393785","07:00:00","21:00:00","","","","","","07-6412059"
"6044","台東富野渡假酒店","臺東縣","臺東市","臺東縣臺東市復興路38號","旅宿場所","旅館","","18015","台東富野渡假酒店","設置於1F大廳接待櫃檯旁","22.750225","121.153468","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","全年無休24小時服務","089-350666"
"7396","桃園市立平鎮高級中學","桃園市","平鎮區","桃園市平鎮區環南路三段100號","學校、大型集會場所","高中職","","18019","健康中心","警衛室24小時開放
健康中心8:00-17:00開放","24.937582","121.21866","08:00:00","17:00:00","","","","","警衛室AED24小時開放","03-4287288"
"24322","和泰興業股份有限公司_基隆分公司","基隆市","安樂區","基隆市安樂區基金一路117-18號1樓","其他","其他場所","和泰興業股份有限公司_基隆分公司","18022","大門口","大門口","25.138819839117","121.71728943435","08:30:00","17:30:00","","","","","","(02)2433-2573"
"5823","桃園市大溪區仁和國小","桃園市","大溪區","桃園市大溪區仁和二街50號","學校、大型集會場所","國小","","18023","中川堂","放置於前門中川堂佈告欄前","24.897037","121.277432","06:30:00","19:00:00","06:30:00","19:00:00","06:30:00","19:00:00","","03-3076626*530、531"
"10089","中興游泳池","臺中市","北屯區","臺中市北屯區山西路二段233號","學校、大型集會場所","健身中心","","18024","臺中市北屯區山西路二段233號","中興游泳池","24.175592","120.675416","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","","04-22986666"
"10059","國立臺灣史前文化博物館卑南遺址公園","臺東縣","臺東市","臺東縣臺東市台東市南王里文化公園路200號","其他","其他場所","","18029","遊客服務中心","大客車停車場旁遊客服務中心服務台內","22.79234","121.115985","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","每週一休館、除夕初一休館","089-233466*206、219"
"9962","臺中市立圖書館精武圖書館","臺中市","北區","臺中市北區台中市北區精武路291-3號","大型休閒場所","圖書館","","18036","大樓入口大廳","放置於入口大廳右側之牆邊","24.145691","120.685057","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:30:00","星期一為非開放時間(週一休館)、國定假日休館","04-22293875"
"15605","臺南市官田區衛生所","臺南市","官田區","臺南市官田區隆田里中山路一段128號","其他","其他場所","","18041","大門入口處-候診區","大門入口處-候診區","23.192828","120.316281","08:00:00","17:30:00","","","","","","06-5791493"
